year,state,county,FIPS,candidate,party,candidatevotes,totalvotes,relative_votes
2012,Texas,Loving,48301,Barack Obama,democrat,9.0,64,14.285714285714285
2012,Texas,Loving,48301,Mitt Romney,republican,54.0,64,85.71428571428571
2012,Texas,Lubbock,48303,Barack Obama,democrat,26271.0,91184,29.274570982839318
2012,Texas,Lubbock,48303,Mitt Romney,republican,63469.0,91184,70.72542901716069
2012,Texas,Lynn,48305,Barack Obama,democrat,506.0,1959,26.015424164524426
2012,Texas,Lynn,48305,Mitt Romney,republican,1439.0,1959,73.98457583547558
2012,Texas,McCulloch,48307,Barack Obama,democrat,537.0,2993,18.166441136671175
2012,Texas,McCulloch,48307,Mitt Romney,republican,2419.0,2993,81.8335588633288
2012,Texas,McLennan,48309,Barack Obama,democrat,25694.0,74541,34.911749120208704
2012,Texas,McLennan,48309,Mitt Romney,republican,47903.0,74541,65.08825087979129
2012,Texas,McMullen,48311,Barack Obama,democrat,67.0,503,13.453815261044175
2012,Texas,McMullen,48311,Mitt Romney,republican,431.0,503,86.54618473895582
2012,Texas,Madison,48313,Barack Obama,democrat,967.0,4028,24.20525657071339
2012,Texas,Madison,48313,Mitt Romney,republican,3028.0,4028,75.79474342928661
2012,Texas,Marion,48315,Barack Obama,democrat,1495.0,4282,35.35950804162724
2012,Texas,Marion,48315,Mitt Romney,republican,2733.0,4282,64.64049195837275
2012,Texas,Martin,48317,Barack Obama,democrat,248.0,1624,15.346534653465344
2012,Texas,Martin,48317,Mitt Romney,republican,1368.0,1624,84.65346534653466
2012,Texas,Mason,48319,Barack Obama,democrat,380.0,1968,19.53727506426735
2012,Texas,Mason,48319,Mitt Romney,republican,1565.0,1968,80.46272493573267
2012,Texas,Matagorda,48321,Barack Obama,democrat,3980.0,12133,33.11148086522463
2012,Texas,Matagorda,48321,Mitt Romney,republican,8040.0,12133,66.88851913477538
2012,Texas,Maverick,48323,Barack Obama,democrat,8303.0,10563,79.27248424670613
2012,Texas,Maverick,48323,Mitt Romney,republican,2171.0,10563,20.727515753293872
2012,Texas,Medina,48325,Barack Obama,democrat,4784.0,16049,30.15822984303095
2012,Texas,Medina,48325,Mitt Romney,republican,11079.0,16049,69.84177015696905
2012,Texas,Menard,48327,Barack Obama,democrat,171.0,849,20.454545454545453
2012,Texas,Menard,48327,Mitt Romney,republican,665.0,849,79.54545454545455
2012,Texas,Midland,48329,Barack Obama,democrat,8286.0,44597,18.842524161455373
2012,Texas,Midland,48329,Mitt Romney,republican,35689.0,44597,81.15747583854463
2012,Texas,Milam,48331,Barack Obama,democrat,2636.0,8230,32.47505235924603
2012,Texas,Milam,48331,Mitt Romney,republican,5481.0,8230,67.52494764075398
2012,Texas,Mills,48333,Barack Obama,democrat,279.0,2201,12.910689495603886
2012,Texas,Mills,48333,Mitt Romney,republican,1882.0,2201,87.08931050439611
2012,Texas,Mitchell,48335,Barack Obama,democrat,538.0,2316,23.452484742807325
2012,Texas,Mitchell,48335,Mitt Romney,republican,1756.0,2316,76.54751525719267
2012,Texas,Montague,48337,Barack Obama,democrat,1116.0,7751,14.559686888454014
2012,Texas,Montague,48337,Mitt Romney,republican,6549.0,7751,85.44031311154598
2012,Texas,Montgomery,48339,Barack Obama,democrat,32920.0,173113,19.263966668422192
2012,Texas,Montgomery,48339,Mitt Romney,republican,137969.0,173113,80.73603333157781
2012,Texas,Moore,48341,Barack Obama,democrat,964.0,4985,19.545823195458233
2012,Texas,Moore,48341,Mitt Romney,republican,3968.0,4985,80.45417680454177
2012,Texas,Morris,48343,Barack Obama,democrat,1858.0,5139,36.50294695481336
2012,Texas,Morris,48343,Mitt Romney,republican,3232.0,5139,63.49705304518665
2012,Texas,Motley,48345,Barack Obama,democrat,55.0,600,9.27487352445194
2012,Texas,Motley,48345,Mitt Romney,republican,538.0,600,90.72512647554808
2012,Texas,Nacogdoches,48347,Barack Obama,democrat,6465.0,20653,31.706718979892106
2012,Texas,Nacogdoches,48347,Mitt Romney,republican,13925.0,20653,68.2932810201079
2012,Texas,Navarro,48349,Barack Obama,democrat,4350.0,15364,28.624070540238204
2012,Texas,Navarro,48349,Mitt Romney,republican,10847.0,15364,71.3759294597618
2012,Texas,Newton,48351,Barack Obama,democrat,1677.0,5869,28.968733805493173
2012,Texas,Newton,48351,Mitt Romney,republican,4112.0,5869,71.03126619450683
2012,Texas,Nolan,48353,Barack Obama,democrat,1216.0,4575,27.03423743886172
2012,Texas,Nolan,48353,Mitt Romney,republican,3282.0,4575,72.96576256113828
2012,Texas,Nueces,48355,Barack Obama,democrat,45772.0,96104,48.31429838079757
2012,Texas,Nueces,48355,Mitt Romney,republican,48966.0,96104,51.68570161920243
2012,Texas,Ochiltree,48357,Barack Obama,democrat,253.0,2993,8.51278600269179
2012,Texas,Ochiltree,48357,Mitt Romney,republican,2719.0,2993,91.48721399730822
2012,Texas,Oldham,48359,Barack Obama,democrat,71.0,869,8.246225319396052
2012,Texas,Oldham,48359,Mitt Romney,republican,790.0,869,91.75377468060397
2012,Texas,Orange,48361,Barack Obama,democrat,6800.0,30518,22.541934628389573
2012,Texas,Orange,48361,Mitt Romney,republican,23366.0,30518,77.45806537161042
2012,Texas,Palo Pinto,48363,Barack Obama,democrat,1811.0,9337,19.676227727075183
2012,Texas,Palo Pinto,48363,Mitt Romney,republican,7393.0,9337,80.32377227292481
2012,Texas,Panola,48365,Barack Obama,democrat,2211.0,10230,21.759669323885447
2012,Texas,Panola,48365,Mitt Romney,republican,7950.0,10230,78.24033067611455
2012,Texas,Parker,48367,Barack Obama,democrat,7853.0,47694,16.674452182775607
2012,Texas,Parker,48367,Mitt Romney,republican,39243.0,47694,83.32554781722439
2012,Texas,Parmer,48369,Barack Obama,democrat,529.0,2554,20.826771653543307
2012,Texas,Parmer,48369,Mitt Romney,republican,2011.0,2554,79.1732283464567
2012,Texas,Pecos,48371,Barack Obama,democrat,1591.0,4150,38.776504996344144
2012,Texas,Pecos,48371,Mitt Romney,republican,2512.0,4150,61.22349500365586
2012,Texas,Polk,48373,Barack Obama,democrat,4859.0,19134,25.66825145272055
2012,Texas,Polk,48373,Mitt Romney,republican,14071.0,19134,74.33174854727946
2012,Texas,Potter,48375,Barack Obama,democrat,7126.0,26450,27.361388419597606
2012,Texas,Potter,48375,Mitt Romney,republican,18918.0,26450,72.6386115804024
2012,Texas,Presidio,48377,Barack Obama,democrat,1282.0,1817,71.78051511758119
2012,Texas,Presidio,48377,Mitt Romney,republican,504.0,1817,28.219484882418808
2012,Texas,Rains,48379,Barack Obama,democrat,761.0,4087,18.83663366336633
2012,Texas,Rains,48379,Mitt Romney,republican,3279.0,4087,81.16336633663366
2012,Texas,Randall,48381,Barack Obama,democrat,7574.0,49696,15.450521205197774
2012,Texas,Randall,48381,Mitt Romney,republican,41447.0,49696,84.54947879480224
2012,Texas,Reagan,48383,Barack Obama,democrat,158.0,843,18.94484412470024
2012,Texas,Reagan,48383,Mitt Romney,republican,676.0,843,81.05515587529977
2012,Texas,Real,48385,Barack Obama,democrat,277.0,1535,18.30799735624587
2012,Texas,Real,48385,Mitt Romney,republican,1236.0,1535,81.69200264375414
2012,Texas,Red River,48387,Barack Obama,democrat,1482.0,5074,29.45736434108527
2012,Texas,Red River,48387,Mitt Romney,republican,3549.0,5074,70.54263565891473
2012,Texas,Reeves,48389,Barack Obama,democrat,1655.0,2877,58.21315511783328
2012,Texas,Reeves,48389,Mitt Romney,republican,1188.0,2877,41.786844882166726
2012,Texas,Refugio,48391,Barack Obama,democrat,998.0,2677,37.504697482149574
2012,Texas,Refugio,48391,Mitt Romney,republican,1663.0,2677,62.495302517850426
2012,Texas,Roberts,48393,Barack Obama,democrat,33.0,508,6.586826347305388
2012,Texas,Roberts,48393,Mitt Romney,republican,468.0,508,93.41317365269458
2012,Texas,Robertson,48395,Barack Obama,democrat,2798.0,7287,38.76957184425662
2012,Texas,Robertson,48395,Mitt Romney,republican,4419.0,7287,61.23042815574338
2012,Texas,Rockwall,48397,Barack Obama,democrat,8120.0,35678,23.046575653506647
2012,Texas,Rockwall,48397,Mitt Romney,republican,27113.0,35678,76.95342434649334
2012,Texas,Runnels,48399,Barack Obama,democrat,519.0,3668,14.325144907535194
2012,Texas,Runnels,48399,Mitt Romney,republican,3104.0,3668,85.67485509246481
2012,Texas,Rusk,48401,Barack Obama,democrat,4451.0,18546,24.223129251700676
2012,Texas,Rusk,48401,Mitt Romney,republican,13924.0,18546,75.77687074829932
2012,Texas,Sabine,48403,Barack Obama,democrat,807.0,4578,17.798853109836788
2012,Texas,Sabine,48403,Mitt Romney,republican,3727.0,4578,82.20114689016322
2012,Texas,San Augustine,48405,Barack Obama,democrat,1193.0,3690,32.57782632441289
2012,Texas,San Augustine,48405,Mitt Romney,republican,2469.0,3690,67.42217367558712
2012,Texas,San Jacinto,48407,Barack Obama,democrat,2410.0,9616,25.32310602080488
2012,Texas,San Jacinto,48407,Mitt Romney,republican,7107.0,9616,74.67689397919513
2012,Texas,San Patricio,48409,Barack Obama,democrat,7856.0,20078,39.554906600876095
2012,Texas,San Patricio,48409,Mitt Romney,republican,12005.0,20078,60.445093399123905
2012,Texas,San Saba,48411,Barack Obama,democrat,323.0,2259,14.497307001795333
2012,Texas,San Saba,48411,Mitt Romney,republican,1905.0,2259,85.50269299820467
2012,Texas,Schleicher,48413,Barack Obama,democrat,221.0,1017,21.92460317460317
2012,Texas,Schleicher,48413,Mitt Romney,republican,787.0,1017,78.07539682539681
2012,Texas,Scurry,48415,Barack Obama,democrat,838.0,5027,16.888351471180975
2012,Texas,Scurry,48415,Mitt Romney,republican,4124.0,5027,83.11164852881902
2012,Texas,Shackelford,48417,Barack Obama,democrat,131.0,1363,9.710896960711636
2012,Texas,Shackelford,48417,Mitt Romney,republican,1218.0,1363,90.28910303928836
2012,Texas,Shelby,48419,Barack Obama,democrat,2322.0,9284,25.236387349201173
2012,Texas,Shelby,48419,Mitt Romney,republican,6879.0,9284,74.76361265079882
2012,Texas,Sherman,48421,Barack Obama,democrat,121.0,1038,11.75898931000972
2012,Texas,Sherman,48421,Mitt Romney,republican,908.0,1038,88.24101068999028
2012,Texas,Smith,48423,Barack Obama,democrat,21456.0,79601,27.232919136405748
2012,Texas,Smith,48423,Mitt Romney,republican,57331.0,79601,72.76708086359423
2012,Texas,Somervell,48425,Barack Obama,democrat,613.0,3538,17.5947187141217
2012,Texas,Somervell,48425,Mitt Romney,republican,2871.0,3538,82.4052812858783
2012,Texas,Starr,48427,Barack Obama,democrat,10260.0,11883,86.89760311679512
2012,Texas,Starr,48427,Mitt Romney,republican,1547.0,11883,13.10239688320488
2012,Texas,Stephens,48429,Barack Obama,democrat,475.0,3412,14.107514107514108
2012,Texas,Stephens,48429,Mitt Romney,republican,2892.0,3412,85.89248589248591
2012,Texas,Sterling,48431,Barack Obama,democrat,31.0,494,6.3265306122448965
2012,Texas,Sterling,48431,Mitt Romney,republican,459.0,494,93.67346938775509
2012,Texas,Stonewall,48433,Barack Obama,democrat,160.0,675,23.988005997001494
2012,Texas,Stonewall,48433,Mitt Romney,republican,507.0,675,76.0119940029985
2012,Texas,Sutton,48435,Barack Obama,democrat,369.0,1489,24.949290060851933
2012,Texas,Sutton,48435,Mitt Romney,republican,1110.0,1489,75.05070993914808
2012,Texas,Swisher,48437,Barack Obama,democrat,579.0,2270,25.917636526410032
2012,Texas,Swisher,48437,Mitt Romney,republican,1655.0,2270,74.08236347358998
2012,Texas,Tarrant,48439,Barack Obama,democrat,253071.0,610890,42.0390005830652
2012,Texas,Tarrant,48439,Mitt Romney,republican,348920.0,610890,57.9609994169348
2012,Texas,Taylor,48441,Barack Obama,democrat,9750.0,43263,22.85834857223238
2012,Texas,Taylor,48441,Mitt Romney,republican,32904.0,43263,77.14165142776761
2012,Texas,Terrell,48443,Barack Obama,democrat,184.0,555,33.948339483394825
2012,Texas,Terrell,48443,Mitt Romney,republican,358.0,555,66.05166051660517
2012,Texas,Terry,48445,Barack Obama,democrat,1059.0,3709,28.926522807975964
2012,Texas,Terry,48445,Mitt Romney,republican,2602.0,3709,71.07347719202404
2012,Texas,Throckmorton,48447,Barack Obama,democrat,109.0,813,13.473423980222494
2012,Texas,Throckmorton,48447,Mitt Romney,republican,700.0,813,86.52657601977751
2012,Texas,Titus,48449,Barack Obama,democrat,2648.0,8854,30.325240494732018
2012,Texas,Titus,48449,Mitt Romney,republican,6084.0,8854,69.67475950526799
2012,Texas,Tom Green,48451,Barack Obama,democrat,9294.0,36720,25.69390688930665
2012,Texas,Tom Green,48451,Mitt Romney,republican,26878.0,36720,74.30609311069334
2012,Texas,Travis,48453,Barack Obama,democrat,232788.0,387057,62.4196921756851
2012,Texas,Travis,48453,Mitt Romney,republican,140152.0,387057,37.5803078243149
2012,Texas,Trinity,48455,Barack Obama,democrat,1614.0,6235,26.239635831572105
2012,Texas,Trinity,48455,Mitt Romney,republican,4537.0,6235,73.76036416842791
2012,Texas,Tyler,48457,Barack Obama,democrat,1668.0,7654,22.0110847189232
2012,Texas,Tyler,48457,Mitt Romney,republican,5910.0,7654,77.9889152810768
2012,Texas,Upshur,48459,Barack Obama,democrat,2971.0,15138,19.825170158814892
2012,Texas,Upshur,48459,Mitt Romney,republican,12015.0,15138,80.17482984118509
2012,Texas,Upton,48461,Barack Obama,democrat,333.0,1300,25.89424572317263
2012,Texas,Upton,48461,Mitt Romney,republican,953.0,1300,74.10575427682737
2012,Texas,Uvalde,48463,Barack Obama,democrat,3825.0,8435,45.78644960497965
2012,Texas,Uvalde,48463,Mitt Romney,republican,4529.0,8435,54.21355039502035
2012,Texas,Val Verde,48465,Barack Obama,democrat,6285.0,12081,52.7265100671141
2012,Texas,Val Verde,48465,Mitt Romney,republican,5635.0,12081,47.2734899328859
2012,Texas,Van Zandt,48467,Barack Obama,democrat,3084.0,19100,16.336476321644238
2012,Texas,Van Zandt,48467,Mitt Romney,republican,15794.0,19100,83.66352367835577
2012,Texas,Victoria,48469,Barack Obama,democrat,8802.0,28853,30.890713834491468
2012,Texas,Victoria,48469,Mitt Romney,republican,19692.0,28853,69.10928616550852
2012,Texas,Walker,48471,Barack Obama,democrat,6252.0,18685,33.99304045237059
2012,Texas,Walker,48471,Mitt Romney,republican,12140.0,18685,66.00695954762939
2012,Texas,Waller,48473,Barack Obama,democrat,6514.0,15902,41.337733214874994
2012,Texas,Waller,48473,Mitt Romney,republican,9244.0,15902,58.662266785125006
2012,Texas,Ward,48475,Barack Obama,democrat,841.0,3245,26.223885251013414
2012,Texas,Ward,48475,Mitt Romney,republican,2366.0,3245,73.7761147489866
2012,Texas,Washington,48477,Barack Obama,democrat,3381.0,14397,23.746312684365787
2012,Texas,Washington,48477,Mitt Romney,republican,10857.0,14397,76.25368731563422
2012,Texas,Webb,48479,Barack Obama,democrat,37597.0,49110,77.24088341037493
2012,Texas,Webb,48479,Mitt Romney,republican,11078.0,49110,22.75911658962507
2012,Texas,Wharton,48481,Barack Obama,democrat,4235.0,14087,30.282445477297106
2012,Texas,Wharton,48481,Mitt Romney,republican,9750.0,14087,69.7175545227029
2012,Texas,Wheeler,48483,Barack Obama,democrat,232.0,2128,10.995260663507107
2012,Texas,Wheeler,48483,Mitt Romney,republican,1878.0,2128,89.00473933649288
2012,Texas,Wichita,48485,Barack Obama,democrat,10525.0,41018,26.092669261472093
2012,Texas,Wichita,48485,Mitt Romney,republican,29812.0,41018,73.9073307385279
2012,Texas,Wilbarger,48487,Barack Obama,democrat,971.0,3980,24.72625413801884
2012,Texas,Wilbarger,48487,Mitt Romney,republican,2956.0,3980,75.27374586198115
2012,Texas,Willacy,48489,Barack Obama,democrat,3600.0,5064,71.77033492822966
2012,Texas,Willacy,48489,Mitt Romney,republican,1416.0,5064,28.22966507177033
2012,Texas,Williamson,48491,Barack Obama,democrat,61875.0,163271,38.944241287504475
2012,Texas,Williamson,48491,Mitt Romney,republican,97006.0,163271,61.055758712495525
2012,Texas,Wilson,48493,Barack Obama,democrat,4821.0,17205,28.293913962086968
2012,Texas,Wilson,48493,Mitt Romney,republican,12218.0,17205,71.70608603791301
2012,Texas,Winkler,48495,Barack Obama,democrat,398.0,1725,23.28847279110591
2012,Texas,Winkler,48495,Mitt Romney,republican,1311.0,1725,76.7115272088941
2012,Texas,Wise,48497,Barack Obama,democrat,3221.0,20745,15.767573918151555
2012,Texas,Wise,48497,Mitt Romney,republican,17207.0,20745,84.23242608184844
2012,Texas,Wood,48499,Barack Obama,democrat,3056.0,17581,17.556155569598435
2012,Texas,Wood,48499,Mitt Romney,republican,14351.0,17581,82.44384443040157
2012,Texas,Yoakum,48501,Barack Obama,democrat,409.0,2128,19.41148552444233
2012,Texas,Yoakum,48501,Mitt Romney,republican,1698.0,2128,80.58851447555764
2012,Texas,Young,48503,Barack Obama,democrat,992.0,7316,13.7453235416378
2012,Texas,Young,48503,Mitt Romney,republican,6225.0,7316,86.2546764583622
2012,Texas,Zapata,48505,Barack Obama,democrat,2527.0,3543,71.7082860385925
2012,Texas,Zapata,48505,Mitt Romney,republican,997.0,3543,28.29171396140749
2012,Texas,Zavala,48507,Barack Obama,democrat,3042.0,3653,84.12610619469027
2012,Texas,Zavala,48507,Mitt Romney,republican,574.0,3653,15.873893805309734
2012,Utah,Beaver,49001,Barack Obama,democrat,346.0,2560,13.73015873015873
2012,Utah,Beaver,49001,Mitt Romney,republican,2174.0,2560,86.26984126984127
2012,Utah,Box Elder,49003,Barack Obama,democrat,1984.0,19408,10.395598637673563
2012,Utah,Box Elder,49003,Mitt Romney,republican,17101.0,19408,89.60440136232643
2012,Utah,Cache,49005,Barack Obama,democrat,6244.0,42293,15.124869801128796
2012,Utah,Cache,49005,Mitt Romney,republican,35039.0,42293,84.8751301988712
2012,Utah,Carbon,49007,Barack Obama,democrat,2275.0,7567,30.889341479972845
2012,Utah,Carbon,49007,Mitt Romney,republican,5090.0,7567,69.11065852002716
2012,Utah,Daggett,49009,Barack Obama,democrat,94.0,520,18.8
2012,Utah,Daggett,49009,Mitt Romney,republican,406.0,520,81.2
2012,Utah,Davis,49011,Barack Obama,democrat,21889.0,121069,18.43284210526316
2012,Utah,Davis,49011,Mitt Romney,republican,96861.0,121069,81.56715789473684
2012,Utah,Duchesne,49013,Barack Obama,democrat,581.0,6379,9.253065774804908
2012,Utah,Duchesne,49013,Mitt Romney,republican,5698.0,6379,90.74693422519509
2012,Utah,Emery,49015,Barack Obama,democrat,569.0,4449,13.092498849516796
2012,Utah,Emery,49015,Mitt Romney,republican,3777.0,4449,86.90750115048321
2012,Utah,Garfield,49017,Barack Obama,democrat,308.0,2182,14.392523364485982
2012,Utah,Garfield,49017,Mitt Romney,republican,1832.0,2182,85.60747663551402
2012,Utah,Grand,49019,Barack Obama,democrat,1727.0,3950,46.38732205210852
2012,Utah,Grand,49019,Mitt Romney,republican,1996.0,3950,53.61267794789149
2012,Utah,Iron,49021,Barack Obama,democrat,2148.0,16701,13.139221923171029
2012,Utah,Iron,49021,Mitt Romney,republican,14200.0,16701,86.86077807682895
2012,Utah,Juab,49023,Barack Obama,democrat,451.0,3972,11.567068479097204
2012,Utah,Juab,49023,Mitt Romney,republican,3448.0,3972,88.43293152090281
2012,Utah,Kane,49025,Barack Obama,democrat,744.0,3371,22.780159216166567
2012,Utah,Kane,49025,Mitt Romney,republican,2522.0,3371,77.21984078383343
2012,Utah,Millard,49027,Barack Obama,democrat,431.0,5026,8.779792218374414
2012,Utah,Millard,49027,Mitt Romney,republican,4478.0,5026,91.22020778162559
2012,Utah,Morgan,49029,Barack Obama,democrat,403.0,4597,8.921850785919856
2012,Utah,Morgan,49029,Mitt Romney,republican,4114.0,4597,91.07814921408014
2012,Utah,Piute,49031,Barack Obama,democrat,74.0,782,9.597924773022047
2012,Utah,Piute,49031,Mitt Romney,republican,697.0,782,90.40207522697796
2012,Utah,Rich,49033,Barack Obama,democrat,83.0,1007,8.316633266533065
2012,Utah,Rich,49033,Mitt Romney,republican,915.0,1007,91.68336673346693
2012,Utah,Salt Lake,49035,Barack Obama,democrat,146147.0,381799,39.503673389952375
2012,Utah,Salt Lake,49035,Mitt Romney,republican,223811.0,381799,60.49632661004762
2012,Utah,San Juan,49037,Barack Obama,democrat,2139.0,5307,41.03203529637445
2012,Utah,San Juan,49037,Mitt Romney,republican,3074.0,5307,58.96796470362556
2012,Utah,Sanpete,49039,Barack Obama,democrat,980.0,9547,10.441082463243127
2012,Utah,Sanpete,49039,Mitt Romney,republican,8406.0,9547,89.55891753675688
2012,Utah,Sevier,49041,Barack Obama,democrat,738.0,8069,9.288860918816868
2012,Utah,Sevier,49041,Mitt Romney,republican,7207.0,8069,90.71113908118313
2012,Utah,Summit,49043,Barack Obama,democrat,8072.0,17488,47.60556735079028
2012,Utah,Summit,49043,Mitt Romney,republican,8884.0,17488,52.39443264920972
2012,Utah,Tooele,49045,Barack Obama,democrat,4524.0,19261,24.074074074074073
2012,Utah,Tooele,49045,Mitt Romney,republican,14268.0,19261,75.92592592592592
2012,Utah,Uintah,49047,Barack Obama,democrat,997.0,11583,8.731826939919426
2012,Utah,Uintah,49047,Mitt Romney,republican,10421.0,11583,91.26817306008057
2012,Utah,Utah,49049,Barack Obama,democrat,17281.0,177713,9.918441609128113
2012,Utah,Utah,49049,Mitt Romney,republican,156950.0,177713,90.08155839087186
2012,Utah,Wasatch,49051,Barack Obama,democrat,2191.0,9589,23.281266602911487
2012,Utah,Wasatch,49051,Mitt Romney,republican,7220.0,9589,76.71873339708851
2012,Utah,Washington,49053,Barack Obama,democrat,8337.0,54012,15.71980767417743
2012,Utah,Washington,49053,Mitt Romney,republican,44698.0,54012,84.28019232582257
2012,Utah,Wayne,49055,Barack Obama,democrat,215.0,1327,16.487730061349694
2012,Utah,Wayne,49055,Mitt Romney,republican,1089.0,1327,83.51226993865029
2012,Utah,Weber,49057,Barack Obama,democrat,19841.0,75912,26.788631607371908
2012,Utah,Weber,49057,Mitt Romney,republican,54224.0,75912,73.2113683926281
2012,Vermont,Addison,50001,Barack Obama,democrat,12257.0,17910,70.20045819014891
2012,Vermont,Addison,50001,Mitt Romney,republican,5203.0,17910,29.79954180985109
2012,Vermont,Bennington,50003,Barack Obama,democrat,11514.0,17593,66.93796872274868
2012,Vermont,Bennington,50003,Mitt Romney,republican,5687.0,17593,33.06203127725132
2012,Vermont,Caledonia,50005,Barack Obama,democrat,8192.0,13661,61.686746987951814
2012,Vermont,Caledonia,50005,Mitt Romney,republican,5088.0,13661,38.313253012048186
2012,Vermont,Chittenden,50007,Barack Obama,democrat,53626.0,77080,71.31401518677606
2012,Vermont,Chittenden,50007,Mitt Romney,republican,21571.0,77080,28.68598481322393
2012,Vermont,Essex,50009,Barack Obama,democrat,1539.0,2798,56.936736958934524
2012,Vermont,Essex,50009,Mitt Romney,republican,1164.0,2798,43.063263041065476
2012,Vermont,Franklin,50011,Barack Obama,democrat,12057.0,19888,61.95149522145721
2012,Vermont,Franklin,50011,Mitt Romney,republican,7405.0,19888,38.04850477854279
2012,Vermont,Grand Isle,50013,Barack Obama,democrat,2531.0,4075,63.24337831084458
2012,Vermont,Grand Isle,50013,Mitt Romney,republican,1471.0,4075,36.75662168915542
2012,Vermont,Lamoille,50015,Barack Obama,democrat,8371.0,11988,71.46760010245026
2012,Vermont,Lamoille,50015,Mitt Romney,republican,3342.0,11988,28.53239989754973
2012,Vermont,Orange,50017,Barack Obama,democrat,9076.0,14053,66.42271662763466
2012,Vermont,Orange,50017,Mitt Romney,republican,4588.0,14053,33.577283372365336
2012,Vermont,Orleans,50019,Barack Obama,democrat,7117.0,11692,62.30412326008929
2012,Vermont,Orleans,50019,Mitt Romney,republican,4306.0,11692,37.69587673991071
2012,Vermont,Rutland,50021,Barack Obama,democrat,17088.0,28609,61.19686280127493
2012,Vermont,Rutland,50021,Mitt Romney,republican,10835.0,28609,38.80313719872507
2012,Vermont,Washington,50023,Barack Obama,democrat,20351.0,29307,71.54760230628605
2012,Vermont,Washington,50023,Mitt Romney,republican,8093.0,29307,28.45239769371397
2012,Vermont,Windham,50025,Barack Obama,democrat,16026.0,21937,74.98245449866654
2012,Vermont,Windham,50025,Mitt Romney,republican,5347.0,21937,25.017545501333462
2012,Vermont,Windsor,50027,Barack Obama,democrat,19494.0,28699,69.39342161469456
2012,Vermont,Windsor,50027,Mitt Romney,republican,8598.0,28699,30.606578385305422
2012,Virginia,Accomack,51001,Barack Obama,democrat,7655.0,16051,48.241744391227634
2012,Virginia,Accomack,51001,Mitt Romney,republican,8213.0,16051,51.758255608772366
2012,Virginia,Albemarle,51003,Barack Obama,democrat,29757.0,53907,56.088136615523815
2012,Virginia,Albemarle,51003,Mitt Romney,republican,23297.0,53907,43.911863384476185
2012,Virginia,Alleghany,51005,Barack Obama,democrat,3403.0,7173,48.62817947985138
2012,Virginia,Alleghany,51005,Mitt Romney,republican,3595.0,7173,51.37182052014862
2012,Virginia,Amelia,51007,Barack Obama,democrat,2490.0,6915,36.50491130332796
2012,Virginia,Amelia,51007,Mitt Romney,republican,4331.0,6915,63.49508869667204
2012,Virginia,Amherst,51009,Barack Obama,democrat,5900.0,14970,39.92961559285328
2012,Virginia,Amherst,51009,Mitt Romney,republican,8876.0,14970,60.07038440714673
2012,Virginia,Appomattox,51011,Barack Obama,democrat,2453.0,7935,31.476966508404974
2012,Virginia,Appomattox,51011,Mitt Romney,republican,5340.0,7935,68.52303349159502
2012,Virginia,Arlington,51013,Barack Obama,democrat,81269.0,117608,70.21504540231375
2012,Virginia,Arlington,51013,Mitt Romney,republican,34474.0,117608,29.784954597686248
2012,Virginia,Augusta,51015,Barack Obama,democrat,9451.0,33672,28.574452003023428
2012,Virginia,Augusta,51015,Mitt Romney,republican,23624.0,33672,71.42554799697656
2012,Virginia,Bath,51017,Barack Obama,democrat,894.0,2223,41.23616236162361
2012,Virginia,Bath,51017,Mitt Romney,republican,1274.0,2223,58.76383763837639
2012,Virginia,Bedford,51019,Barack Obama,democrat,10209.0,37425,27.67566688353936
2012,Virginia,Bedford,51019,Mitt Romney,republican,26679.0,37425,72.32433311646064
2012,Virginia,Bland,51021,Barack Obama,democrat,735.0,2948,25.529697811740192
2012,Virginia,Bland,51021,Mitt Romney,republican,2144.0,2948,74.47030218825981
2012,Virginia,Botetourt,51023,Barack Obama,democrat,5452.0,18241,30.40544308739055
2012,Virginia,Botetourt,51023,Mitt Romney,republican,12479.0,18241,69.59455691260945
2012,Virginia,Brunswick,51025,Barack Obama,democrat,4994.0,8037,62.72293393619694
2012,Virginia,Brunswick,51025,Mitt Romney,republican,2968.0,8037,37.27706606380306
2012,Virginia,Buchanan,51027,Barack Obama,democrat,3094.0,9646,32.46589716684155
2012,Virginia,Buchanan,51027,Mitt Romney,republican,6436.0,9646,67.53410283315844
2012,Virginia,Buckingham,51029,Barack Obama,democrat,3750.0,7457,51.23650771963383
2012,Virginia,Buckingham,51029,Mitt Romney,republican,3569.0,7457,48.76349228036617
2012,Virginia,Campbell,51031,Barack Obama,democrat,7595.0,25696,30.031633056544088
2012,Virginia,Campbell,51031,Mitt Romney,republican,17695.0,25696,69.96836694345589
2012,Virginia,Caroline,51033,Barack Obama,democrat,7276.0,13652,54.18932002681165
2012,Virginia,Caroline,51033,Mitt Romney,republican,6151.0,13652,45.81067997318835
2012,Virginia,Carroll,51035,Barack Obama,democrat,3685.0,12918,29.66749859109573
2012,Virginia,Carroll,51035,Mitt Romney,republican,8736.0,12918,70.33250140890429
2012,Virginia,Charles City,51036,Barack Obama,democrat,2772.0,4232,66.5067178502879
2012,Virginia,Charles City,51036,Mitt Romney,republican,1396.0,4232,33.49328214971209
2012,Virginia,Charlotte,51037,Barack Obama,democrat,2503.0,5898,43.05125558995528
